"cogs","date","market","product_line","product","sales","state","total_expenses","type"
59,2012-07-01,"South","Leaves","Chamomile",133,"Oklahoma",55,"Decaf"
76,2012-07-01,"South","Leaves","Lemon",169,"Louisiana",62,"Decaf"
34,2012-07-01,"South","Leaves","Lemon",75,"New Mexico",31,"Decaf"
124,2012-07-01,"South","Leaves","Lemon",297,"Oklahoma",141,"Decaf"
162,2012-07-01,"West","Leaves","Chamomile",387,"Nevada",180,"Decaf"
30,2012-07-01,"West","Leaves","Chamomile",74,"Oregon",20,"Decaf"
61,2012-07-01,"West","Leaves","Chamomile",151,"Utah",42,"Decaf"
90,2012-07-01,"West","Leaves","Chamomile",225,"Washington",60,"Decaf"
238,2012-07-01,"West","Leaves","Lemon",567,"Nevada",121,"Decaf"
41,2012-07-01,"West","Leaves","Lemon",94,"Oregon",26,"Decaf"
64,2012-07-01,"West","Leaves","Lemon",160,"Utah",52,"Decaf"
40,2012-07-01,"West","Leaves","Lemon",99,"Washington",22,"Decaf"
154,2012-07-01,"West","Leaves","Mint",376,"Nevada",72,"Decaf"
266,2012-07-01,"Central","Leaves","Darjeeling",532,"Iowa",99,"Regular"
44,2012-07-01,"Central","Leaves","Darjeeling",103,"Missouri",42,"Regular"
36,2012-07-01,"Central","Leaves","Darjeeling",90,"Wisconsin",33,"Regular"
270,2012-07-01,"Central","Leaves","Earl Grey",602,"Iowa",135,"Regular"
40,2012-07-01,"Central","Leaves","Earl Grey",89,"Missouri",48,"Regular"
35,2012-07-01,"East","Leaves","Darjeeling",87,"Connecticut",20,"Regular"
25,2012-07-01,"East","Leaves","Darjeeling",61,"New Hampshire",19,"Regular"
20,2012-07-01,"East","Leaves","Green Tea",51,"Connecticut",16,"Regular"
0,2012-07-01,"East","Leaves","Green Tea",43,"New Hampshire",12,"Regular"
291,2012-07-01,"West","Leaves","Darjeeling",678,"Nevada",129,"Regular"
18,2012-07-01,"West","Leaves","Darjeeling",44,"Oregon",17,"Regular"
39,2012-07-01,"West","Leaves","Darjeeling",104,"Washington",36,"Regular"
266,2012-07-01,"West","Leaves","Earl Grey",532,"Nevada",98,"Regular"
114,2012-07-01,"West","Leaves","Earl Grey",286,"Oregon",68,"Regular"
44,2012-07-01,"West","Leaves","Earl Grey",103,"Utah",42,"Regular"
36,2012-07-01,"West","Leaves","Earl Grey",90,"Washington",34,"Regular"
141,2012-07-01,"West","Leaves","Green Tea",336,"Oregon",66,"Regular"
40,2012-07-01,"West","Leaves","Green Tea",89,"Utah",48,"Regular"
132,2012-08-01,"Central","Beans","Decaf Irish Cream",323,"Colorado",47,"Decaf"
154,2012-08-01,"Central","Beans","Decaf Irish Cream",376,"Illinois",72,"Decaf"
52,2012-08-01,"Central","Beans","Decaf Espresso",131,"Colorado",49,"Decaf"
266,2012-08-01,"Central","Beans","Decaf Espresso",532,"Illinois",99,"Decaf"
49,2012-08-01,"Central","Beans","Decaf Espresso",109,"Ohio",52,"Decaf"
116,2012-08-01,"East","Beans","Decaf Irish Cream",277,"Florida",59,"Decaf"
99,2012-08-01,"East","Beans","Decaf Espresso",231,"Florida",59,"Decaf"
52,2012-08-01,"South","Beans","Decaf Irish Cream",120,"Texas",29,"Decaf"
100,2012-08-01,"South","Beans","Decaf Espresso",245,"Texas",40,"Decaf"
295,2012-08-01,"West","Beans","Decaf Espresso",687,"California",130,"Decaf"
123,2012-08-01,"Central","Beans","Amaretto",301,"Colorado",45,"Regular"
46,2012-08-01,"Central","Beans","Amaretto",108,"Ohio",43,"Regular"
52,2012-08-01,"Central","Beans","Colombian",120,"Colorado",29,"Regular"
196,2012-08-01,"Central","Beans","Colombian",467,"Illinois",108,"Regular"
34,2012-08-01,"Central","Beans","Colombian",85,"Ohio",32,"Regular"
100,2012-08-01,"Central","Beans","Caffe Mocha",245,"Colorado",40,"Regular"
295,2012-08-01,"Central","Beans","Caffe Mocha",687,"Illinois",130,"Regular"
145,2012-08-01,"Central","Beans","Caffe Mocha",291,"Ohio",65,"Regular"
114,2012-08-01,"East","Beans","Colombian",286,"Florida",68,"Regular"
52,2012-08-01,"East","Beans","Colombian",664,"Massachusetts",49,"Regular"
364,2012-08-01,"East","Beans","Colombian",910,"New York",178,"Regular"
133,2012-08-01,"East","Beans","Caffe Mocha",317,"Florida",149,"Regular"
37,2012-08-01,"East","Beans","Caffe Mocha",105,"Massachusetts",62,"Regular"
145,2012-08-01,"East","Beans","Regular Espresso",291,"Massachusetts",64,"Regular"
266,2012-08-01,"East","Beans","Regular Espresso",543,"New York",98,"Regular"
311,2012-08-01,"South","Beans","Colombian",678,"Texas",117,"Regular"
52,2012-08-01,"South","Beans","Caffe Latte",131,"Texas",49,"Regular"
123,2012-08-01,"South","Beans","Caffe Mocha",301,"Texas",45,"Regular"
364,2012-08-01,"West","Beans","Colombian",910,"California",178,"Regular"
266,2012-08-01,"West","Beans","Caffe Latte",532,"California",99,"Regular"
173,2012-08-01,"West","Beans","Caffe Mocha",412,"California",189,"Regular"
145,2012-08-01,"Central","Leaves","Chamomile",291,"Colorado",64,"Decaf"
123,2012-08-01,"Central","Leaves","Chamomile",301,"Illinois",46,"Decaf"
16,2012-08-01,"Central","Leaves","Chamomile",41,"Ohio",16,"Decaf"
52,2012-08-01,"Central","Leaves","Lemon",120,"Illinois",29,"Decaf"
22,2012-08-01,"Central","Leaves","Lemon",55,"Ohio",17,"Decaf"
46,2012-08-01,"Central","Leaves","Mint",108,"Colorado",42,"Decaf"
132,2012-08-01,"Central","Leaves","Mint",323,"Illinois",48,"Decaf"
30,2012-08-01,"East","Leaves","Chamomile",69,"Florida",21,"Decaf"
63,2012-08-01,"East","Leaves","Lemon",140,"Florida",57,"Decaf"
49,2012-08-01,"East","Leaves","Lemon",109,"Massachusetts",51,"Decaf"
284,2012-08-01,"East","Leaves","Lemon",653,"New York",140,"Decaf"
103,2012-08-01,"East","Leaves","Mint",226,"Florida",53,"Decaf"
46,2012-08-01,"South","Leaves","Chamomile",108,"Texas",43,"Decaf"
34,2012-08-01,"South","Leaves","Lemon",85,"Texas",32,"Decaf"
132,2012-08-01,"West","Leaves","Chamomile",323,"California",48,"Decaf"
311,2012-08-01,"West","Leaves","Lemon",678,"California",118,"Decaf"
52,2012-08-01,"West","Leaves","Mint",120,"California",30,"Decaf"
49,2012-08-01,"Central","Leaves","Darjeeling",109,"Colorado",51,"Regular"
100,2012-08-01,"Central","Leaves","Darjeeling",245,"Illinois",40,"Regular"
114,2012-08-01,"Central","Leaves","Darjeeling",286,"Ohio",69,"Regular"
41,2012-08-01,"Central","Leaves","Earl Grey",91,"Colorado",34,"Regular"
52,2012-08-01,"Central","Leaves","Earl Grey",131,"Illinois",49,"Regular"
116,2012-08-01,"Central","Leaves","Earl Grey",277,"Ohio",58,"Regular"
68,2012-08-01,"Central","Leaves","Green Tea",155,"Colorado",34,"Regular"
46,2012-08-01,"East","Leaves","Darjeeling",114,"Florida",24,"Regular"
22,2012-08-01,"East","Leaves","Darjeeling",55,"Massachusetts",17,"Regular"
132,2012-08-01,"East","Leaves","Darjeeling",323,"New York",47,"Regular"
123,2012-08-01,"East","Leaves","Earl Grey",301,"New York",45,"Regular"
63,2012-08-01,"East","Leaves","Green Tea",154,"Florida",28,"Regular"
16,2012-08-01,"East","Leaves","Green Tea",41,"Massachusetts",16,"Regular"
100,2012-08-01,"East","Leaves","Green Tea",245,"New York",40,"Regular"
123,2012-08-01,"West","Leaves","Darjeeling",301,"California",45,"Regular"
100,2012-08-01,"West","Leaves","Earl Grey",245,"California",40,"Regular"
52,2012-08-01,"West","Leaves","Green Tea",131,"California",49,"Regular"
14,2012-08-01,"Central","Beans","Decaf Irish Cream",32,"Iowa",17,"Decaf"
50,2012-08-01,"Central","Beans","Decaf Irish Cream",110,"Missouri",36,"Decaf"
99,2012-08-01,"Central","Beans","Decaf Irish Cream",231,"Wisconsin",59,"Decaf"
0,2012-08-01,"Central","Beans","Decaf Espresso",43,"Iowa",12,"Decaf"
32,2012-08-01,"Central","Beans","Decaf Espresso",80,"Missouri",20,"Decaf"
30,2012-08-01,"Central","Beans","Decaf Espresso",69,"Wisconsin",21,"Decaf"
42,2012-08-01,"East","Beans","Decaf Espresso",98,"Connecticut",40,"Decaf"
63,2012-08-01,"South","Beans","Decaf Irish Cream",154,"Louisiana",28,"Decaf"
22,2012-08-01,"South","Beans","Decaf Irish Cream",55,"Oklahoma",17,"Decaf"
36,2012-08-01,"South","Beans","Decaf Espresso",90,"Louisiana",33,"Decaf"
45,2012-08-01,"South","Beans","Decaf Espresso",105,"New Mexico",42,"Decaf"
114,2012-08-01,"South","Beans","Decaf Espresso",286,"Oklahoma",69,"Decaf"
41,2012-08-01,"West","Beans","Decaf Irish Cream",90,"Nevada",33,"Decaf"
34,2012-08-01,"West","Beans","Decaf Irish Cream",85,"Oregon",32,"Decaf"
72,2012-08-01,"West","Beans","Decaf Irish Cream",160,"Utah",61,"Decaf"
133,2012-08-01,"West","Beans","Decaf Irish Cream",317,"Washington",150,"Decaf"
23,2012-08-01,"West","Beans","Decaf Espresso",58,"Nevada",18,"Decaf"
145,2012-08-01,"West","Beans","Decaf Espresso",291,"Oregon",65,"Decaf"
34,2012-08-01,"West","Beans","Decaf Espresso",83,"Utah",21,"Decaf"
103,2012-08-01,"West","Beans","Decaf Espresso",226,"Washington",52,"Decaf"
25,2012-08-01,"Central","Beans","Amaretto",63,"Iowa",19,"Regular"
63,2012-08-01,"Central","Beans","Amaretto",140,"Wisconsin",56,"Regular"
41,2012-08-01,"Central","Beans","Colombian",90,"Iowa",34,"Regular"
72,2012-08-01,"Central","Beans","Colombian",160,"Missouri",61,"Regular"
133,2012-08-01,"Central","Beans","Colombian",317,"Wisconsin",149,"Regular"
23,2012-08-01,"Central","Beans","Caffe Mocha",58,"Iowa",17,"Regular"
34,2012-08-01,"Central","Beans","Caffe Mocha",83,"Missouri",20,"Regular"
103,2012-08-01,"Central","Beans","Caffe Mocha",226,"Wisconsin",53,"Regular"
61,2012-08-01,"East","Beans","Amaretto",151,"New Hampshire",42,"Regular"
90,2012-08-01,"East","Beans","Colombian",225,"Connecticut",60,"Regular"
64,2012-08-01,"East","Beans","Colombian",160,"New Hampshire",52,"Regular"
63,2012-08-01,"East","Beans","Caffe Mocha",151,"New Hampshire",87,"Regular"
48,2012-08-01,"South","Beans","Colombian",118,"Louisiana",24,"Regular"
64,2012-08-01,"South","Beans","Colombian",160,"New Mexico",52,"Regular"
68,2012-08-01,"South","Beans","Colombian",155,"Oklahoma",34,"Regular"
116,2012-08-01,"South","Beans","Caffe Latte",277,"Oklahoma",59,"Regular"
47,2012-08-01,"South","Beans","Caffe Mocha",126,"Louisiana",38,"Regular"
63,2012-08-01,"South","Beans","Caffe Mocha",151,"New Mexico",86,"Regular"
16,2012-08-01,"South","Beans","Caffe Mocha",41,"Oklahoma",15,"Regular"
50,2012-08-01,"West","Beans","Amaretto",110,"Utah",36,"Regular"
38,2012-08-01,"West","Beans","Colombian",86,"Nevada",47,"Regular"
47,2012-08-01,"West","Beans","Colombian",114,"Oregon",59,"Regular"
42,2012-08-01,"West","Beans","Colombian",98,"Utah",41,"Regular"
86,2012-08-01,"West","Beans","Colombian",211,"Washington",49,"Regular"
0,2012-08-01,"West","Beans","Caffe Latte",43,"Nevada",11,"Regular"
49,2012-08-01,"West","Beans","Caffe Latte",109,"Oregon",51,"Regular"
32,2012-08-01,"West","Beans","Caffe Latte",80,"Utah",20,"Regular"
30,2012-08-01,"West","Beans","Caffe Latte",69,"Washington",22,"Regular"
25,2012-08-01,"West","Beans","Caffe Mocha",63,"Nevada",19,"Regular"
46,2012-08-01,"West","Beans","Caffe Mocha",108,"Oregon",43,"Regular"
77,2012-08-01,"West","Beans","Caffe Mocha",176,"Utah",37,"Regular"
63,2012-08-01,"West","Beans","Caffe Mocha",140,"Washington",57,"Regular"
295,2012-08-01,"Central","Leaves","Chamomile",687,"Iowa",130,"Decaf"
63,2012-08-01,"Central","Leaves","Chamomile",151,"Missouri",86,"Decaf"
47,2012-08-01,"Central","Leaves","Chamomile",126,"Wisconsin",38,"Decaf"
154,2012-08-01,"Central","Leaves","Lemon",376,"Iowa",71,"Decaf"
63,2012-08-01,"Central","Leaves","Lemon",154,"Wisconsin",28,"Decaf"
72,2012-08-01,"East","Leaves","Lemon",160,"Connecticut",60,"Decaf"
38,2012-08-01,"East","Leaves","Lemon",86,"New Hampshire",47,"Decaf"
50,2012-08-01,"East","Leaves","Mint",110,"Connecticut",36,"Decaf"
77,2012-08-01,"South","Leaves","Chamomile",176,"Louisiana",38,"Decaf"
25,2012-08-01,"South","Leaves","Chamomile",63,"New Mexico",19,"Decaf"
63,2012-08-01,"South","Leaves","Chamomile",140,"Oklahoma",57,"Decaf"
72,2012-08-01,"South","Leaves","Lemon",160,"Louisiana",60,"Decaf"
41,2012-08-01,"South","Leaves","Lemon",90,"New Mexico",34,"Decaf"
133,2012-08-01,"South","Leaves","Lemon",317,"Oklahoma",150,"Decaf"
173,2012-08-01,"West","Leaves","Chamomile",412,"Nevada",190,"Decaf"
25,2012-08-01,"West","Leaves","Chamomile",62,"Oregon",18,"Decaf"
61,2012-08-01,"West","Leaves","Chamomile",151,"Utah",41,"Decaf"
90,2012-08-01,"West","Leaves","Chamomile",225,"Washington",60,"Decaf"
196,2012-08-01,"West","Leaves","Lemon",467,"Nevada",108,"Decaf"
68,2012-08-01,"West","Leaves","Lemon",155,"Oregon",34,"Decaf"
64,2012-08-01,"West","Leaves","Lemon",160,"Utah",52,"Decaf"
48,2012-08-01,"West","Leaves","Lemon",118,"Washington",25,"Decaf"
154,2012-08-01,"West","Leaves","Mint",376,"Nevada",72,"Decaf"
266,2012-08-01,"Central","Leaves","Darjeeling",532,"Iowa",99,"Regular"
45,2012-08-01,"Central","Leaves","Darjeeling",105,"Missouri",41,"Regular"
36,2012-08-01,"Central","Leaves","Darjeeling",90,"Wisconsin",34,"Regular"
284,2012-08-01,"Central","Leaves","Earl Grey",632,"Iowa",141,"Regular"
38,2012-08-01,"Central","Leaves","Green Tea",86,"Missouri",47,"Regular"
34,2012-08-01,"East","Leaves","Darjeeling",83,"Connecticut",21,"Regular"
25,2012-08-01,"East","Leaves","Darjeeling",63,"New Hampshire",18,"Regular"
19,2012-08-01,"East","Leaves","Green Tea",47,"Connecticut",16,"Regular"
0,2012-08-01,"East","Leaves","Green Tea",43,"New Hampshire",12,"Regular"
295,2012-08-01,"West","Leaves","Darjeeling",687,"Nevada",130,"Regular"
16,2012-08-01,"West","Leaves","Darjeeling",41,"Oregon",16,"Regular"
63,2012-08-01,"West","Leaves","Darjeeling",151,"Utah",86,"Regular"
47,2012-08-01,"West","Leaves","Darjeeling",126,"Washington",37,"Regular"
266,2012-08-01,"West","Leaves","Earl Grey",532,"Nevada",99,"Regular"
114,2012-08-01,"West","Leaves","Earl Grey",286,"Oregon",68,"Regular"
45,2012-08-01,"West","Leaves","Earl Grey",105,"Utah",41,"Regular"
36,2012-08-01,"West","Leaves","Earl Grey",90,"Washington",34,"Regular"
116,2012-08-01,"West","Leaves","Green Tea",277,"Oregon",59,"Regular"
100,2012-09-01,"Central","Beans","Decaf Irish Cream",245,"Colorado",39,"Decaf"
122,2012-09-01,"Central","Beans","Decaf Irish Cream",298,"Illinois",61,"Decaf"
60,2012-09-01,"Central","Beans","Decaf Espresso",150,"Colorado",51,"Decaf"
249,2012-09-01,"Central","Beans","Decaf Espresso",498,"Illinois",94,"Decaf"
45,2012-09-01,"Central","Beans","Decaf Espresso",102,"Ohio",51,"Decaf"
96,2012-09-01,"East","Beans","Decaf Irish Cream",230,"Florida",53,"Decaf"
85,2012-09-01,"East","Beans","Decaf Espresso",199,"Florida",56,"Decaf"
58,2012-09-01,"South","Beans","Decaf Irish Cream",132,"Texas",32,"Decaf"
81,2012-09-01,"South","Beans","Decaf Espresso",199,"Texas",33,"Decaf"
253,2012-09-01,"West","Beans","Decaf Espresso",589,"California",116,"Decaf"
123,2012-09-01,"Central","Beans","Amaretto",302,"Colorado",45,"Regular"
53,2012-09-01,"Central","Beans","Amaretto",125,"Ohio",44,"Regular"
58,2012-09-01,"Central","Beans","Colombian",132,"Colorado",32,"Regular"
162,2012-09-01,"Central","Beans","Colombian",387,"Illinois",96,"Regular"
43,2012-09-01,"Central","Beans","Colombian",107,"Ohio",35,"Regular"
81,2012-09-01,"Central","Beans","Caffe Mocha",199,"Colorado",34,"Regular"
253,2012-09-01,"Central","Beans","Caffe Mocha",589,"Illinois",116,"Regular"
155,2012-09-01,"Central","Beans","Caffe Mocha",310,"Ohio",68,"Regular"
99,2012-09-01,"East","Beans","Colombian",249,"Florida",64,"Regular"
60,2012-09-01,"East","Beans","Colombian",576,"Massachusetts",51,"Regular"
316,2012-09-01,"East","Beans","Colombian",790,"New York",162,"Regular"
93,2012-09-01,"East","Beans","Caffe Mocha",223,"Florida",113,"Regular"
155,2012-09-01,"East","Beans","Regular Espresso",310,"Massachusetts",68,"Regular"
249,2012-09-01,"East","Beans","Regular Espresso",567,"New York",94,"Regular"
251,2012-09-01,"South","Beans","Colombian",546,"Texas",98,"Regular"
60,2012-09-01,"South","Beans","Caffe Latte",150,"Texas",51,"Regular"
123,2012-09-01,"South","Beans","Caffe Mocha",302,"Texas",45,"Regular"
316,2012-09-01,"West","Beans","Colombian",790,"California",161,"Regular"
249,2012-09-01,"West","Beans","Caffe Latte",498,"California",93,"Regular"
121,2012-09-01,"West","Beans","Caffe Mocha",290,"California",143,"Regular"
155,2012-09-01,"Central","Leaves","Chamomile",310,"Colorado",68,"Decaf"
123,2012-09-01,"Central","Leaves","Chamomile",302,"Illinois",46,"Decaf"
20,2012-09-01,"Central","Leaves","Chamomile",50,"Ohio",16,"Decaf"
58,2012-09-01,"Central","Leaves","Lemon",132,"Illinois",31,"Decaf"
29,2012-09-01,"Central","Leaves","Lemon",72,"Ohio",20,"Decaf"
53,2012-09-01,"Central","Leaves","Mint",125,"Colorado",45,"Decaf"
100,2012-09-01,"Central","Leaves","Mint",245,"Illinois",39,"Decaf"
33,2012-09-01,"East","Leaves","Chamomile",76,"Florida",22,"Decaf"
67,2012-09-01,"East","Leaves","Lemon",149,"Florida",58,"Decaf"
45,2012-09-01,"East","Leaves","Lemon",102,"Massachusetts",51,"Decaf"
302,2012-09-01,"East","Leaves","Lemon",541,"New York",147,"Decaf"
83,2012-09-01,"East","Leaves","Mint",182,"Florida",46,"Decaf"
53,2012-09-01,"South","Leaves","Chamomile",125,"Texas",45,"Decaf"
43,2012-09-01,"South","Leaves","Lemon",107,"Texas",36,"Decaf"
100,2012-09-01,"West","Leaves","Chamomile",245,"California",40,"Decaf"
251,2012-09-01,"West","Leaves","Lemon",546,"California",99,"Decaf"
58,2012-09-01,"West","Leaves","Mint",132,"California",31,"Decaf"
45,2012-09-01,"Central","Leaves","Darjeeling",102,"Colorado",50,"Regular"
81,2012-09-01,"Central","Leaves","Darjeeling",199,"Illinois",34,"Regular"
99,2012-09-01,"Central","Leaves","Darjeeling",249,"Ohio",63,"Regular"
51,2012-09-01,"Central","Leaves","Earl Grey",113,"Colorado",37,"Regular"
60,2012-09-01,"Central","Leaves","Earl Grey",150,"Illinois",50,"Regular"
96,2012-09-01,"Central","Leaves","Earl Grey",230,"Ohio",53,"Regular"
61,2012-09-01,"Central","Leaves","Green Tea",140,"Colorado",32,"Regular"
35,2012-09-01,"East","Leaves","Darjeeling",87,"Florida",20,"Regular"
29,2012-09-01,"East","Leaves","Darjeeling",72,"Massachusetts",20,"Regular"
100,2012-09-01,"East","Leaves","Darjeeling",245,"New York",39,"Regular"
123,2012-09-01,"East","Leaves","Earl Grey",302,"New York",46,"Regular"
51,2012-09-01,"East","Leaves","Green Tea",126,"Florida",26,"Regular"
20,2012-09-01,"East","Leaves","Green Tea",50,"Massachusetts",17,"Regular"
81,2012-09-01,"East","Leaves","Green Tea",199,"New York",34,"Regular"
123,2012-09-01,"West","Leaves","Darjeeling",302,"California",45,"Regular"
81,2012-09-01,"West","Leaves","Earl Grey",199,"California",34,"Regular"
60,2012-09-01,"West","Leaves","Green Tea",150,"California",51,"Regular"
15,2012-09-01,"Central","Beans","Decaf Irish Cream",35,"Iowa",17,"Decaf"
62,2012-09-01,"Central","Beans","Decaf Irish Cream",136,"Missouri",40,"Decaf"
85,2012-09-01,"Central","Beans","Decaf Irish Cream",199,"Wisconsin",56,"Decaf"
0,2012-09-01,"Central","Beans","Decaf Espresso",43,"Iowa",11,"Decaf"
32,2012-09-01,"Central","Beans","Decaf Espresso",79,"Missouri",20,"Decaf"
33,2012-09-01,"Central","Beans","Decaf Espresso",76,"Wisconsin",22,"Decaf"
48,2012-09-01,"East","Beans","Decaf Espresso",113,"Connecticut",42,"Decaf"
51,2012-09-01,"South","Beans","Decaf Irish Cream",126,"Louisiana",25,"Decaf"
29,2012-09-01,"South","Beans","Decaf Irish Cream",72,"Oklahoma",20,"Decaf"
46,2012-09-01,"South","Beans","Decaf Espresso",113,"Louisiana",36,"Decaf"
39,2012-09-01,"South","Beans","Decaf Espresso",91,"New Mexico",39,"Decaf"
99,2012-09-01,"South","Beans","Decaf Espresso",249,"Oklahoma",63,"Decaf"
33,2012-09-01,"West","Beans","Decaf Irish Cream",72,"Nevada",32,"Decaf"
43,2012-09-01,"West","Beans","Decaf Irish Cream",107,"Oregon",36,"Decaf"
67,2012-09-01,"West","Beans","Decaf Irish Cream",150,"Utah",59,"Decaf"
93,2012-09-01,"West","Beans","Decaf Irish Cream",223,"Washington",114,"Decaf"
23,2012-09-01,"West","Beans","Decaf Espresso",58,"Nevada",18,"Decaf"
155,2012-09-01,"West","Beans","Decaf Espresso",310,"Oregon",68,"Decaf"
44,2012-09-01,"West","Beans","Decaf Espresso",108,"Utah",24,"Decaf"
83,2012-09-01,"West","Beans","Decaf Espresso",182,"Washington",46,"Decaf"
19,2012-09-01,"Central","Beans","Amaretto",48,"Iowa",16,"Regular"
67,2012-09-01,"Central","Beans","Amaretto",149,"Wisconsin",59,"Regular"
33,2012-09-01,"Central","Beans","Colombian",72,"Iowa",32,"Regular"
67,2012-09-01,"Central","Beans","Colombian",150,"Missouri",58,"Regular"
93,2012-09-01,"Central","Beans","Colombian",223,"Wisconsin",114,"Regular"
23,2012-09-01,"Central","Beans","Caffe Mocha",58,"Iowa",17,"Regular"
44,2012-09-01,"Central","Beans","Caffe Mocha",108,"Missouri",23,"Regular"
83,2012-09-01,"Central","Beans","Caffe Mocha",182,"Wisconsin",46,"Regular"
49,2012-09-01,"East","Beans","Amaretto",120,"New Hampshire",38,"Regular"
103,2012-09-01,"East","Beans","Colombian",258,"Connecticut",64,"Regular"
55,2012-09-01,"East","Beans","Colombian",139,"New Hampshire",50,"Regular"
62,2012-09-01,"East","Beans","Caffe Mocha",149,"Connecticut",85,"Regular"
48,2012-09-01,"South","Beans","Colombian",119,"Louisiana",25,"Regular"
55,2012-09-01,"South","Beans","Colombian",139,"New Mexico",50,"Regular"
61,2012-09-01,"South","Beans","Colombian",140,"Oklahoma",32,"Regular"
62,2012-09-01,"South","Beans","Caffe Latte",149,"Louisiana",85,"Regular"
96,2012-09-01,"South","Beans","Caffe Latte",230,"Oklahoma",52,"Regular"
57,2012-09-01,"South","Beans","Caffe Mocha",151,"Louisiana",41,"Regular"
20,2012-09-01,"South","Beans","Caffe Mocha",50,"Oklahoma",17,"Regular"
62,2012-09-01,"West","Beans","Amaretto",136,"Utah",41,"Regular"
40,2012-09-01,"West","Beans","Colombian",91,"Nevada",49,"Regular"
57,2012-09-01,"West","Beans","Colombian",137,"Oregon",62,"Regular"
48,2012-09-01,"West","Beans","Colombian",113,"Utah",43,"Regular"
68,2012-09-01,"West","Beans","Colombian",167,"Washington",43,"Regular"
0,2012-09-01,"West","Beans","Caffe Latte",43,"Nevada",11,"Regular"
45,2012-09-01,"West","Beans","Caffe Latte",102,"Oregon",51,"Regular"
32,2012-09-01,"West","Beans","Caffe Latte",79,"Utah",20,"Regular"
33,2012-09-01,"West","Beans","Caffe Latte",76,"Washington",22,"Regular"
19,2012-09-01,"West","Beans","Caffe Mocha",48,"Nevada",17,"Regular"
53,2012-09-01,"West","Beans","Caffe Mocha",125,"Oregon",44,"Regular"
69,2012-09-01,"West","Beans","Caffe Mocha",159,"Utah",34,"Regular"
67,2012-09-01,"West","Beans","Caffe Mocha",149,"Washington",59,"Regular"
253,2012-09-01,"Central","Leaves","Chamomile",589,"Iowa",116,"Decaf"
57,2012-09-01,"Central","Leaves","Chamomile",151,"Wisconsin",41,"Decaf"
122,2012-09-01,"Central","Leaves","Lemon",298,"Iowa",61,"Decaf"
51,2012-09-01,"Central","Leaves","Lemon",126,"Wisconsin",25,"Decaf"
67,2012-09-01,"East","Leaves","Lemon",150,"Connecticut",59,"Decaf"
40,2012-09-01,"East","Leaves","Lemon",91,"New Hampshire",49,"Decaf"
62,2012-09-01,"East","Leaves","Mint",136,"Connecticut",41,"Decaf"
69,2012-09-01,"South","Leaves","Chamomile",159,"Louisiana",35,"Decaf"
19,2012-09-01,"South","Leaves","Chamomile",48,"New Mexico",16,"Decaf"
67,2012-09-01,"South","Leaves","Chamomile",149,"Oklahoma",58,"Decaf"
67,2012-09-01,"South","Leaves","Lemon",150,"Louisiana",58,"Decaf"
33,2012-09-01,"South","Leaves","Lemon",72,"New Mexico",31,"Decaf"
93,2012-09-01,"South","Leaves","Lemon",223,"Oklahoma",114,"Decaf"
121,2012-09-01,"West","Leaves","Chamomile",290,"Nevada",143,"Decaf"
25,2012-09-01,"West","Leaves","Chamomile",61,"Oregon",19,"Decaf"
49,2012-09-01,"West","Leaves","Chamomile",120,"Utah",37,"Decaf"
103,2012-09-01,"West","Leaves","Chamomile",258,"Washington",64,"Decaf"
162,2012-09-01,"West","Leaves","Lemon",387,"Nevada",96,"Decaf"
61,2012-09-01,"West","Leaves","Lemon",140,"Oregon",32,"Decaf"
55,2012-09-01,"West","Leaves","Lemon",139,"Utah",50,"Decaf"
48,2012-09-01,"West","Leaves","Lemon",119,"Washington",24,"Decaf"
122,2012-09-01,"West","Leaves","Mint",298,"Nevada",61,"Decaf"
249,2012-09-01,"Central","Leaves","Darjeeling",498,"Iowa",94,"Regular"
39,2012-09-01,"Central","Leaves","Darjeeling",91,"Missouri",39,"Regular"
46,2012-09-01,"Central","Leaves","Darjeeling",113,"Wisconsin",36,"Regular"
302,2012-09-01,"Central","Leaves","Earl Grey",672,"Iowa",147,"Regular"
62,2012-09-01,"Central","Leaves","Earl Grey",149,"Wisconsin",85,"Regular"
40,2012-09-01,"Central","Leaves","Green Tea",91,"Missouri",49,"Regular"
44,2012-09-01,"East","Leaves","Darjeeling",108,"Connecticut",23,"Regular"
19,2012-09-01,"East","Leaves","Darjeeling",48,"New Hampshire",17,"Regular"
23,2012-09-01,"East","Leaves","Green Tea",57,"Connecticut",17,"Regular"
0,2012-09-01,"East","Leaves","Green Tea",43,"New Hampshire",12,"Regular"
253,2012-09-01,"West","Leaves","Darjeeling",589,"Nevada",115,"Regular"
20,2012-09-01,"West","Leaves","Darjeeling",50,"Oregon",17,"Regular"
57,2012-09-01,"West","Leaves","Darjeeling",151,"Washington",40,"Regular"
249,2012-09-01,"West","Leaves","Earl Grey",498,"Nevada",93,"Regular"
99,2012-09-01,"West","Leaves","Earl Grey",249,"Oregon",63,"Regular"
39,2012-09-01,"West","Leaves","Earl Grey",91,"Utah",40,"Regular"
46,2012-09-01,"West","Leaves","Earl Grey",113,"Washington",36,"Regular"
96,2012-09-01,"West","Leaves","Green Tea",230,"Oregon",53,"Regular"
62,2012-09-01,"West","Leaves","Green Tea",149,"Washington",85,"Regular"
108,2012-10-01,"Central","Beans","Decaf Irish Cream",265,"Colorado",41,"Decaf"
